 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Ch,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
3234,1,255,0,255,255,255,658.500,1215.500,658.500,1215.500,2.828,658,1215,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,658,1215,135.000,1.000,1.000,1.000,1.000
3235,1,255,0,255,255,255,1386.500,1215.500,1386.500,1215.500,2.828,1386,1215,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1386,1215,135.000,1.000,1.000,1.000,1.000
3236,1,255,0,255,255,255,906.500,1216.500,906.500,1216.500,2.828,906,1216,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,906,1216,135.000,1.000,1.000,1.000,1.000
3237,29,255,0,255,255,255,1041.500,1219.328,1041.500,1219.328,21.556,1038,1216,6,7,6.649,5.553,126.310,0.784,7.810,7395,255,NaN,NaN,100,7395,2,1039,1217,129.806,6.000,1.197,0.835,0.853
3238,1,255,0,255,255,255,1124.500,1216.500,1124.500,1216.500,2.828,1124,1216,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1124,1216,135.000,1.000,1.000,1.000,1.000
3239,35,255,0,255,255,255,375.014,1220.786,375.014,1220.786,23.799,371,1217,8,7,7.325,6.083,15.561,0.777,8.602,8925,255,NaN,NaN,100,8925,2,371,1222,35.538,6.791,1.204,0.830,0.805
3240,1,255,0,255,255,255,384.500,1217.500,384.500,1217.500,2.828,384,1217,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,384,1217,135.000,1.000,1.000,1.000,1.000
3241,10,255,0,255,255,255,260.800,1219.800,260.800,1219.800,15.314,258,1218,6,3,5.772,2.206,9.002,0.536,6.708,2550,255,NaN,NaN,100,2550,2,258,1221,26.565,2.942,2.617,0.382,0.690
3242,1,255,0,255,255,255,561.500,1218.500,561.500,1218.500,2.828,561,1218,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,561,1218,135.000,1.000,1.000,1.000,1.000
3243,1,255,0,255,255,255,567.500,1218.500,567.500,1218.500,2.828,567,1218,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,567,1218,135.000,1.000,1.000,1.000,1.000
3244,1,255,0,255,255,255,569.500,1218.500,569.500,1218.500,2.828,569,1218,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,569,1218,135.000,1.000,1.000,1.000,1.000
3245,1,255,0,255,255,255,1320.500,1218.500,1320.500,1218.500,2.828,1320,1218,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1320,1218,135.000,1.000,1.000,1.000,1.000
3246,1,255,0,255,255,255,1045.500,1219.500,1045.500,1219.500,2.828,1045,1219,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1045,1219,135.000,1.000,1.000,1.000,1.000
3247,1,255,0,255,255,255,1394.500,1219.500,1394.500,1219.500,2.828,1394,1219,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1394,1219,135.000,1.000,1.000,1.000,1.000
3248,1,255,0,255,255,255,564.500,1220.500,564.500,1220.500,2.828,564,1220,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,564,1220,135.000,1.000,1.000,1.000,1.000
3249,1,255,0,255,255,255,1253.500,1220.500,1253.500,1220.500,2.828,1253,1220,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1253,1220,135.000,1.000,1.000,1.000,1.000
3250,1,255,0,255,255,255,1320.500,1220.500,1320.500,1220.500,2.828,1320,1220,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1320,1220,135.000,1.000,1.000,1.000,1.000
3251,1,255,0,255,255,255,303.500,1221.500,303.500,1221.500,2.828,303,1221,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,303,1221,135.000,1.000,1.000,1.000,1.000
3252,1,255,0,255,255,255,1121.500,1221.500,1121.500,1221.500,2.828,1121,1221,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1121,1221,135.000,1.000,1.000,1.000,1.000
3253,1,255,0,255,255,255,263.500,1222.500,263.500,1222.500,2.828,263,1222,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,263,1222,135.000,1.000,1.000,1.000,1.000
3254,1,255,0,255,255,255,1212.500,1222.500,1212.500,1222.500,2.828,1212,1222,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1212,1222,135.000,1.000,1.000,1.000,1.000
3255,1,255,0,255,255,255,1316.500,1222.500,1316.500,1222.500,2.828,1316,1222,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1316,1222,135.000,1.000,1.000,1.000,1.000
3256,1,255,0,255,255,255,390.500,1223.500,390.500,1223.500,2.828,390,1223,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,390,1223,135.000,1.000,1.000,1.000,1.000
3257,31,255,0,255,255,255,953.532,1226.661,953.532,1226.661,26.385,950,1223,8,7,7.947,4.967,33.697,0.560,9.434,7905,255,NaN,NaN,100,7905,2,950,1229,32.005,6.499,1.600,0.625,0.689
3258,1,255,0,255,255,255,129.500,1225.500,129.500,1225.500,2.828,129,1225,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,129,1225,135.000,1.000,1.000,1.000,1.000
3259,1,255,0,255,255,255,1057.500,1225.500,1057.500,1225.500,2.828,1057,1225,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1057,1225,135.000,1.000,1.000,1.000,1.000
3260,1,255,0,255,255,255,1355.500,1225.500,1355.500,1225.500,2.828,1355,1225,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1355,1225,135.000,1.000,1.000,1.000,1.000
3261,1,255,0,255,255,255,472.500,1226.500,472.500,1226.500,2.828,472,1226,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,472,1226,135.000,1.000,1.000,1.000,1.000
3262,1,255,0,255,255,255,564.500,1226.500,564.500,1226.500,2.828,564,1226,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,564,1226,135.000,1.000,1.000,1.000,1.000
3263,1,255,0,255,255,255,768.500,1226.500,768.500,1226.500,2.828,768,1226,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,768,1226,135.000,1.000,1.000,1.000,1.000
3264,1,255,0,255,255,255,1129.500,1226.500,1129.500,1226.500,2.828,1129,1226,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1129,1226,135.000,1.000,1.000,1.000,1.000
3265,3,255,0,255,255,255,1184.500,1226.500,1184.500,1226.500,6.243,1183,1226,3,1,3.385,1.128,0.000,0.967,3.162,765,255,NaN,NaN,100,765,2,1183,1226,161.565,1.000,3.000,0.333,1.000
3266,3,255,0,255,255,255,708.500,1229.167,708.500,1229.167,7.071,707,1228,3,2,3.213,1.189,28.155,0.754,3.606,765,255,NaN,NaN,100,765,2,707,1230,33.690,1.789,2.702,0.370,0.667
3267,1,255,0,255,255,255,130.500,1229.500,130.500,1229.500,2.828,130,1229,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,130,1229,135.000,1.000,1.000,1.000,1.000
3268,44,255,0,255,255,255,195.477,1232.568,195.477,1232.568,23.556,191,1229,8,7,7.985,7.016,14.383,0.996,8.944,11220,255,NaN,NaN,100,11220,2,191,1234,26.565,7.000,1.138,0.879,0.917
3269,1,255,0,255,255,255,560.500,1230.500,560.500,1230.500,2.828,560,1230,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,560,1230,135.000,1.000,1.000,1.000,1.000
3270,1,255,0,255,255,255,1049.500,1230.500,1049.500,1230.500,2.828,1049,1230,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1049,1230,135.000,1.000,1.000,1.000,1.000
3271,1,255,0,255,255,255,1185.500,1230.500,1185.500,1230.500,2.828,1185,1230,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1185,1230,135.000,1.000,1.000,1.000,1.000
3272,1,255,0,255,255,255,754.500,1231.500,754.500,1231.500,2.828,754,1231,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,754,1231,135.000,1.000,1.000,1.000,1.000
3273,1,255,0,255,255,255,149.500,1232.500,149.500,1232.500,2.828,149,1232,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,149,1232,135.000,1.000,1.000,1.000,1.000
3274,2,255,0,255,255,255,1319.000,1232.500,1319.000,1232.500,4.243,1318,1232,2,1,2.257,1.128,0.000,1.000,2.236,510,255,NaN,NaN,100,510,2,1318,1232,153.435,1.000,2.000,0.500,1.000
3275,1,255,0,255,255,255,755.500,1233.500,755.500,1233.500,2.828,755,1233,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,755,1233,135.000,1.000,1.000,1.000,1.000
3276,1,255,0,255,255,255,1151.500,1233.500,1151.500,1233.500,2.828,1151,1233,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1151,1233,135.000,1.000,1.000,1.000,1.000
3277,1,255,0,255,255,255,181.500,1234.500,181.500,1234.500,2.828,181,1234,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,181,1234,135.000,1.000,1.000,1.000,1.000
3278,1,255,0,255,255,255,77.500,1235.500,77.500,1235.500,2.828,77,1235,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,77,1235,135.000,1.000,1.000,1.000,1.000
3279,36,255,0,255,255,255,521.417,1239.194,521.417,1239.194,29.213,517,1235,9,8,7.811,5.868,11.573,0.530,9.849,9180,255,NaN,NaN,100,9180,2,517,1241,23.962,7.799,1.331,0.751,0.706
3280,1,255,0,255,255,255,674.500,1235.500,674.500,1235.500,2.828,674,1235,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,674,1235,135.000,1.000,1.000,1.000,1.000
3281,1,255,0,255,255,255,1342.500,1235.500,1342.500,1235.500,2.828,1342,1235,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1342,1235,135.000,1.000,1.000,1.000,1.000
3282,4,255,0,255,255,255,72.500,1237.250,72.500,1237.250,8.485,71,1236,3,3,3.676,1.385,50.310,0.698,4.243,1020,255,NaN,NaN,100,1020,2,71,1239,45.000,2.121,2.654,0.377,0.667
3283,1,255,0,255,255,255,1251.500,1236.500,1251.500,1236.500,2.828,1251,1236,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1251,1236,135.000,1.000,1.000,1.000,1.000
3284,1,255,0,255,255,255,135.500,1237.500,135.500,1237.500,2.828,135,1237,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,135,1237,135.000,1.000,1.000,1.000,1.000
3285,1,255,0,255,255,255,579.500,1237.500,579.500,1237.500,2.828,579,1237,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,579,1237,135.000,1.000,1.000,1.000,1.000
3286,1,255,0,255,255,255,589.500,1237.500,589.500,1237.500,2.828,589,1237,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,589,1237,135.000,1.000,1.000,1.000,1.000
3287,1,255,0,255,255,255,739.500,1238.500,739.500,1238.500,2.828,739,1238,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,739,1238,135.000,1.000,1.000,1.000,1.000
3288,1,255,0,255,255,255,756.500,1238.500,756.500,1238.500,2.828,756,1238,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,756,1238,135.000,1.000,1.000,1.000,1.000
3289,1,255,0,255,255,255,780.500,1238.500,780.500,1238.500,2.828,780,1238,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,780,1238,135.000,1.000,1.000,1.000,1.000
3290,1,255,0,255,255,255,1115.500,1238.500,1115.500,1238.500,2.828,1115,1238,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1115,1238,135.000,1.000,1.000,1.000,1.000
3291,1,255,0,255,255,255,1209.500,1238.500,1209.500,1238.500,2.828,1209,1238,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1209,1238,135.000,1.000,1.000,1.000,1.000
3292,1,255,0,255,255,255,1238.500,1238.500,1238.500,1238.500,2.828,1238,1238,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1238,1238,135.000,1.000,1.000,1.000,1.000
3293,1,255,0,255,255,255,1298.500,1238.500,1298.500,1238.500,2.828,1298,1238,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1298,1238,135.000,1.000,1.000,1.000,1.000
3294,33,255,0,255,255,255,576.500,1241.379,576.500,1241.379,27.213,572,1239,9,6,7.954,5.282,179.338,0.560,9.487,8415,255,NaN,NaN,100,8415,2,572,1242,18.435,6.000,1.506,0.664,0.786
3295,1,255,0,255,255,255,796.500,1239.500,796.500,1239.500,2.828,796,1239,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,796,1239,135.000,1.000,1.000,1.000,1.000
3296,1,255,0,255,255,255,1280.500,1239.500,1280.500,1239.500,2.828,1280,1239,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1280,1239,135.000,1.000,1.000,1.000,1.000
3297,1,255,0,255,255,255,1250.500,1240.500,1250.500,1240.500,2.828,1250,1240,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1250,1240,135.000,1.000,1.000,1.000,1.000
3298,1,255,0,255,255,255,242.500,1241.500,242.500,1241.500,2.828,242,1241,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,242,1241,135.000,1.000,1.000,1.000,1.000
3299,1,255,0,255,255,255,997.500,1241.500,997.500,1241.500,2.828,997,1241,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,997,1241,135.000,1.000,1.000,1.000,1.000
3300,1,255,0,255,255,255,179.500,1242.500,179.500,1242.500,2.828,179,1242,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,179,1242,135.000,1.000,1.000,1.000,1.000
3301,1,255,0,255,255,255,1299.500,1243.500,1299.500,1243.500,2.828,1299,1243,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1299,1243,135.000,1.000,1.000,1.000,1.000
3302,1,255,0,255,255,255,1261.500,1245.500,1261.500,1245.500,2.828,1261,1245,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1261,1245,135.000,1.000,1.000,1.000,1.000
3303,1,255,0,255,255,255,630.500,1246.500,630.500,1246.500,2.828,630,1246,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,630,1246,135.000,1.000,1.000,1.000,1.000
3304,2,255,0,255,255,255,1100.000,1246.500,1100.000,1246.500,4.243,1099,1246,2,1,2.257,1.128,0.000,1.000,2.236,510,255,NaN,NaN,100,510,2,1099,1246,153.435,1.000,2.000,0.500,1.000
3305,1,255,0,255,255,255,1099.500,1248.500,1099.500,1248.500,2.828,1099,1248,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1099,1248,135.000,1.000,1.000,1.000,1.000
3306,1,255,0,255,255,255,1101.500,1248.500,1101.500,1248.500,2.828,1101,1248,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1101,1248,135.000,1.000,1.000,1.000,1.000
3307,1,255,0,255,255,255,1287.500,1248.500,1287.500,1248.500,2.828,1287,1248,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1287,1248,135.000,1.000,1.000,1.000,1.000
3308,1,255,0,255,255,255,1381.500,1249.500,1381.500,1249.500,2.828,1381,1249,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1381,1249,135.000,1.000,1.000,1.000,1.000
3309,1,255,0,255,255,255,1383.500,1249.500,1383.500,1249.500,2.828,1383,1249,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1383,1249,135.000,1.000,1.000,1.000,1.000
3310,1,255,0,255,255,255,792.500,1250.500,792.500,1250.500,2.828,792,1250,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,792,1250,135.000,1.000,1.000,1.000,1.000
3311,2,255,0,255,255,255,1101.000,1250.500,1101.000,1250.500,4.243,1100,1250,2,1,2.257,1.128,0.000,1.000,2.236,510,255,NaN,NaN,100,510,2,1100,1250,153.435,1.000,2.000,0.500,1.000
3312,1,255,0,255,255,255,1239.500,1250.500,1239.500,1250.500,2.828,1239,1250,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1239,1250,135.000,1.000,1.000,1.000,1.000
3313,1,255,0,255,255,255,1287.500,1250.500,1287.500,1250.500,2.828,1287,1250,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1287,1250,135.000,1.000,1.000,1.000,1.000
3314,1,255,0,255,255,255,820.500,1251.500,820.500,1251.500,2.828,820,1251,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,820,1251,135.000,1.000,1.000,1.000,1.000
3315,47,255,0,255,255,255,824.138,1255.500,824.138,1255.500,29.556,820,1251,9,8,8.791,6.807,20.702,0.676,10.296,11985,255,NaN,NaN,100,11985,2,820,1258,29.055,8.000,1.291,0.774,0.803
3316,1,255,0,255,255,255,929.500,1252.500,929.500,1252.500,2.828,929,1252,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,929,1252,135.000,1.000,1.000,1.000,1.000
3317,1,255,0,255,255,255,999.500,1253.500,999.500,1253.500,2.828,999,1253,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,999,1253,135.000,1.000,1.000,1.000,1.000
3318,1,255,0,255,255,255,1381.500,1253.500,1381.500,1253.500,2.828,1381,1253,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1381,1253,135.000,1.000,1.000,1.000,1.000
3319,6,255,0,255,255,255,88.167,1255.500,88.167,1255.500,10.485,86,1254,4,3,4.056,1.884,18.435,0.686,4.472,1530,255,NaN,NaN,100,1530,2,86,1256,26.565,2.530,2.153,0.464,0.667
3320,1,255,0,255,255,255,427.500,1254.500,427.500,1254.500,2.828,427,1254,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,427,1254,135.000,1.000,1.000,1.000,1.000
3321,1,255,0,255,255,255,602.500,1255.500,602.500,1255.500,2.828,602,1255,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,602,1255,135.000,1.000,1.000,1.000,1.000
3322,1,255,0,255,255,255,1246.500,1255.500,1246.500,1255.500,2.828,1246,1255,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1246,1255,135.000,1.000,1.000,1.000,1.000
3323,1,255,0,255,255,255,1248.500,1255.500,1248.500,1255.500,2.828,1248,1255,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1248,1255,135.000,1.000,1.000,1.000,1.000
3324,2,255,0,255,255,255,1291.000,1257.000,1291.000,1257.000,5.657,1290,1256,2,2,2.596,0.981,135.000,0.785,2.828,510,255,NaN,NaN,100,510,2,1290,1256,135.000,1.414,2.646,0.378,0.667
3325,1,255,0,255,255,255,1293.500,1257.500,1293.500,1257.500,2.828,1293,1257,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1293,1257,135.000,1.000,1.000,1.000,1.000
3326,41,255,0,255,255,255,1311.622,1260.402,1311.622,1260.402,25.556,1308,1257,8,7,7.928,6.584,45.659,0.789,10.000,10455,255,NaN,NaN,100,10455,2,1308,1263,36.870,7.000,1.204,0.830,0.872
3327,1,255,0,255,255,255,1381.500,1257.500,1381.500,1257.500,2.828,1381,1257,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1381,1257,135.000,1.000,1.000,1.000,1.000
3328,1,255,0,255,255,255,606.500,1259.500,606.500,1259.500,2.828,606,1259,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,606,1259,135.000,1.000,1.000,1.000,1.000
3329,1,255,0,255,255,255,1022.500,1259.500,1022.500,1259.500,2.828,1022,1259,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1022,1259,135.000,1.000,1.000,1.000,1.000
3330,1,255,0,255,255,255,1171.500,1259.500,1171.500,1259.500,2.828,1171,1259,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1171,1259,135.000,1.000,1.000,1.000,1.000
3331,1,255,0,255,255,255,1222.500,1261.500,1222.500,1261.500,2.828,1222,1261,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1222,1261,135.000,1.000,1.000,1.000,1.000
3332,1,255,0,255,255,255,1321.500,1261.500,1321.500,1261.500,2.828,1321,1261,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1321,1261,135.000,1.000,1.000,1.000,1.000
3333,1,255,0,255,255,255,514.500,1262.500,514.500,1262.500,2.828,514,1262,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,514,1262,135.000,1.000,1.000,1.000,1.000
3334,1,255,0,255,255,255,1203.500,1262.500,1203.500,1262.500,2.828,1203,1262,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1203,1262,135.000,1.000,1.000,1.000,1.000
3335,1,255,0,255,255,255,1231.500,1262.500,1231.500,1262.500,2.828,1231,1262,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1231,1262,135.000,1.000,1.000,1.000,1.000
3336,1,255,0,255,255,255,1396.500,1263.500,1396.500,1263.500,2.828,1396,1263,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1396,1263,135.000,1.000,1.000,1.000,1.000
3337,1,255,0,255,255,255,501.500,1264.500,501.500,1264.500,2.828,501,1264,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,501,1264,135.000,1.000,1.000,1.000,1.000
3338,2,255,0,255,255,255,1130.500,1265.000,1130.500,1265.000,4.828,1130,1264,1,2,2.257,1.128,90.000,1.000,2.236,510,255,NaN,NaN,100,510,2,1130,1264,116.565,1.000,2.000,0.500,1.000
3339,1,255,0,255,255,255,1005.500,1265.500,1005.500,1265.500,2.828,1005,1265,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1005,1265,135.000,1.000,1.000,1.000,1.000
3340,1,255,0,255,255,255,1007.500,1265.500,1007.500,1265.500,2.828,1007,1265,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1007,1265,135.000,1.000,1.000,1.000,1.000
3341,25,255,0,255,255,255,1366.700,1267.580,1366.700,1267.580,19.899,1364,1265,5,6,6.351,5.012,121.481,0.793,7.810,6375,255,NaN,NaN,100,6375,2,1364,1265,129.806,5.000,1.267,0.789,0.893
3342,2,255,0,255,255,255,1399.000,1267.000,1399.000,1267.000,5.657,1398,1266,2,2,2.596,0.981,45.000,0.785,2.828,510,255,NaN,NaN,100,510,2,1398,1268,45.000,1.414,2.646,0.378,0.667
3343,34,255,0,255,255,255,434.294,1270.412,434.294,1270.412,24.385,430,1267,8,7,7.337,5.900,20.945,0.719,9.434,8670,255,NaN,NaN,100,8670,2,430,1272,32.005,6.957,1.244,0.804,0.791
3344,42,255,0,255,255,255,466.881,1270.333,466.881,1270.333,24.728,463,1267,7,8,7.720,6.927,122.300,0.863,9.434,10710,255,NaN,NaN,100,10710,2,464,1267,122.005,7.000,1.114,0.897,0.894
3345,1,255,0,255,255,255,1128.500,1267.500,1128.500,1267.500,2.828,1128,1267,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1128,1267,135.000,1.000,1.000,1.000,1.000
3346,1,255,0,255,255,255,1130.500,1267.500,1130.500,1267.500,2.828,1130,1267,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1130,1267,135.000,1.000,1.000,1.000,1.000
3347,5,255,0,255,255,255,1208.300,1268.500,1208.300,1268.500,8.485,1207,1267,3,3,3.086,2.063,34.099,0.873,3.606,1275,255,NaN,NaN,100,1275,2,1207,1270,33.690,2.683,1.496,0.668,0.714
3348,1,255,0,255,255,255,1201.500,1268.500,1201.500,1268.500,2.828,1201,1268,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1201,1268,135.000,1.000,1.000,1.000,1.000
3349,1,255,0,255,255,255,1205.500,1268.500,1205.500,1268.500,2.828,1205,1268,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1205,1268,135.000,1.000,1.000,1.000,1.000
3350,1,255,0,255,255,255,1276.500,1268.500,1276.500,1268.500,2.828,1276,1268,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1276,1268,135.000,1.000,1.000,1.000,1.000
3351,16,255,0,255,255,255,169.062,1270.562,169.062,1270.562,15.314,166,1269,6,4,5.977,3.408,168.245,0.857,6.708,4080,255,NaN,NaN,100,4080,2,166,1269,153.435,4.000,1.754,0.570,0.800
3352,36,255,0,255,255,255,1088.028,1272.528,1088.028,1272.528,21.556,1084,1269,7,7,6.885,6.657,52.913,0.974,8.062,9180,255,NaN,NaN,100,9180,2,1084,1274,29.745,7.000,1.034,0.967,0.889
3353,1,255,0,255,255,255,83.500,1270.500,83.500,1270.500,2.828,83,1270,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,83,1270,135.000,1.000,1.000,1.000,1.000
3354,1,255,0,255,255,255,827.500,1270.500,827.500,1270.500,2.828,827,1270,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,827,1270,135.000,1.000,1.000,1.000,1.000
3355,1,255,0,255,255,255,1285.500,1270.500,1285.500,1270.500,2.828,1285,1270,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1285,1270,135.000,1.000,1.000,1.000,1.000
3356,1,255,0,255,255,255,1128.500,1271.500,1128.500,1271.500,2.828,1128,1271,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1128,1271,135.000,1.000,1.000,1.000,1.000
3357,1,255,0,255,255,255,1188.500,1271.500,1188.500,1271.500,2.828,1188,1271,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1188,1271,135.000,1.000,1.000,1.000,1.000
